Месяц,Торговое наименование,МНН / Действ. вещества,Лек. форма,Страна производителя,Фармако-терапевтическая группа,ЖНВЛП,ПККН,Характер,flag,Кол-во
2023-02-28,тамсулозин канон,тамсулозин,раствор,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонраствор,61.0
2023-06-30,тамсулозин канон,тамсулозин,раствор,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонраствор,46.0
2024-02-29,тамсулозин канон,тамсулозин,раствор,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонраствор,28.0
2024-06-30,тамсулозин канон,тамсулозин,раствор,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонраствор,43.0
2023-02-28,тамсулозин канон,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонтаблетки,81.0
2023-06-30,тамсулозин канон,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонтаблетки,81.0
2024-02-29,тамсулозин канон,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонтаблетки,81.0
2024-06-30,тамсулозин канон,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин канонтаблетки,80.0
2023-02-28,тамсулозин-вертекс,тамсулозин,капсулы с пролонгированным высвобождением,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекскапсулы с пролонгированным высвобождением,54.0
2023-06-30,тамсулозин-вертекс,тамсулозин,капсулы с пролонгированным высвобождением,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекскапсулы с пролонгированным высвобождением,53.0
2024-02-29,тамсулозин-вертекс,тамсулозин,капсулы с пролонгированным высвобождением,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекскапсулы с пролонгированным высвобождением,44.0
2024-06-30,тамсулозин-вертекс,тамсулозин,капсулы с пролонгированным высвобождением,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекскапсулы с пролонгированным высвобождением,44.0
2023-02-28,тамсулозин-вертекс,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекстаблетки,120.0
2023-06-30,тамсулозин-вертекс,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекстаблетки,126.0
2024-02-29,тамсулозин-вертекс,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекстаблетки,121.0
2024-06-30,тамсулозин-вертекс,тамсулозин,таблетки,РОССИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,тамсулозин-вертекстаблетки,116.0
2023-02-28,таниз-к,тамсулозин,капсулы с пролонгированным высвобождением,ИСПАНИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,таниз-ккапсулы с пролонгированным высвобождением,107.0
2023-06-30,таниз-к,тамсулозин,капсулы с пролонгированным высвобождением,ИСПАНИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,таниз-ккапсулы с пролонгированным высвобождением,111.0
2024-02-29,таниз-к,тамсулозин,капсулы с пролонгированным высвобождением,ИСПАНИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,таниз-ккапсулы с пролонгированным высвобождением,101.0
2024-06-30,таниз-к,тамсулозин,капсулы с пролонгированным высвобождением,ИСПАНИЯ,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Да,Нет,,таниз-ккапсулы с пролонгированным высвобождением,115.0
2023-02-28,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,134.0
2023-03-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,130.0
2023-04-30,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,135.0
2023-07-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,123.0
2023-08-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,112.0
2023-10-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,93.0
2024-02-29,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,92.0
2024-03-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,90.0
2024-04-30,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,78.0
2024-07-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,82.0
2024-08-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,76.0
2024-10-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердераствор,60.0
2024-12-31,тантум верде,бензидамин,раствор,ИТАЛИЯ,Нестероидный противовоспалительный препарат,Нет,Нет,,тантум вердераствор,77.0
2023-02-28,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,68.0
2023-03-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,65.0
2023-04-30,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,64.0
2023-06-30,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,67.0
2023-07-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,70.0
2023-08-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,45.0
2023-10-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,51.0
2023-11-30,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,40.0
2023-12-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,49.0
2024-01-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,42.0
2024-02-29,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,24.0
2024-03-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,27.0
2024-04-30,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,24.0
2024-06-30,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,25.0
2024-07-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,37.0
2024-08-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,"препараты, применяемые в стоматологии; другие препараты для местного лечения заболеваний в полости рта",Нет,Нет,,тантум вердеспрей для местного применения дозированный,45.0
2024-09-30,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,42.0
2024-10-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,43.0
2024-11-30,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,70.0
2024-12-31,тантум верде,бензидамин,спрей для местного применения дозированный,ИТАЛИЯ,НПВП,Нет,Нет,,тантум вердеспрей для местного применения дозированный,52.0
2023-02-28,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,47.0
2023-03-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,37.0
2023-04-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,34.0
2023-06-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,41.0
2023-07-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,34.0
2023-08-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,15.0
2023-09-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,25.0
2023-10-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,10.0
2023-11-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,3.0
2024-02-29,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,6.0
2024-03-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,1.0
2024-04-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,1.0
2024-06-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,2.0
2024-07-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,1.0
2024-08-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,1.0
2024-09-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,1.0
2024-10-31,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,6.0
2024-11-30,тарка,верапамил + трандолаприл,таблетки,ГЕРМАНИЯ,гипотензивное средство комбинированное (АПФ ингибитор+БМКК),Нет,Нет,,таркатаблетки,10.0
2023-02-28,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,88.0
2023-03-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,87.0
2023-08-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,68.0
2023-10-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,69.0
2023-11-30,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,73.0
2023-12-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,73.0
2024-01-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,68.0
2024-02-29,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,60.0
2024-03-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,67.0
2024-07-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,59.0
2024-08-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,47.0
2024-10-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,52.0
2024-11-30,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,45.0
2024-12-31,тебикур,тербинафин,спрей для наружного применения,ТУРЦИЯ,противогрибковое средство,Нет,Нет,,тебикурспрей для наружного применения,47.0
2024-11-30,теглютик,рилузол,суспензия для приёма внутрь,ИСПАНИЯ,другие средства для лечения заболеваний нервной системы,Нет,Нет,,теглютиксуспензия для приёма внутрь,64.0
2023-04-30,тедизолид,тедизолид,раствор,РОССИЯ,антибактериальные средства системного действия; другие антибактериальные средства,Да,Нет,,тедизолидраствор,84.0
2023-08-31,тедизолид,тедизолид,раствор,РОССИЯ,антибактериальные средства системного действия; другие антибактериальные средства,Да,Нет,,тедизолидраствор,98.0
2024-04-30,тедизолид,тедизолид,раствор,РОССИЯ,антибактериальные средства системного действия; другие антибактериальные средства,Да,Нет,,тедизолидраствор,91.0
2024-08-31,тедизолид,тедизолид,раствор,РОССИЯ,антибактериальные средства системного действия; другие антибактериальные средства,Да,Нет,,тедизолидраствор,87.0
2023-01-31,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,54.0
2023-04-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,53.0
2023-06-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,36.0
2023-09-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,40.0
2023-10-31,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,40.0
2023-11-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,15.0
2024-01-31,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,15.0
2024-04-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,17.0
2024-06-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,12.0
2024-09-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,3.0
2024-10-31,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,8.0
2024-11-30,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,1.0
2024-12-31,тексаред,теноксикам,раствор,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредраствор,1.0
2023-04-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,42.0
2023-06-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,37.0
2023-09-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,42.0
2023-10-31,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,39.0
2023-11-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,35.0
2023-12-31,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,30.0
2024-01-31,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,34.0
2024-04-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,30.0
2024-06-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,27.0
2024-09-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,21.0
2024-10-31,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,21.0
2024-11-30,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,20.0
2024-12-31,тексаред,теноксикам,таблетки,ТУРЦИЯ,НПВП,Нет,Нет,,тексаредтаблетки,20.0
2023-01-31,тензотран,моксонидин,таблетки,ГЕРМАНИЯ,антигипертензивные средства; антиадренергические средства центрального действия; агонисты имидазолиновых рецепторов,Да,Нет,,тензотрантаблетки,109.0
2023-03-31,тензотран,моксонидин,таблетки,ГЕРМАНИЯ,антигипертензивные средства; антиадренергические средства центрального действия; агонисты имидазолиновых рецепторов,Да,Нет,,тензотрантаблетки,102.0
2024-01-31,тензотран,моксонидин,таблетки,ГЕРМАНИЯ,антигипертензивные средства; антиадренергические средства центрального действия; агонисты имидазолиновых рецепторов,Да,Нет,,тензотрантаблетки,91.0
2024-03-31,тензотран,моксонидин,таблетки,ГЕРМАНИЯ,антигипертензивные средства; антиадренергические средства центрального действия; агонисты имидазолиновых рецепторов,Да,Нет,,тензотрантаблетки,111.0
2023-08-31,тенонорм,атенолол + хлорталидон,таблетки,ИНДИЯ,гипотензивное средство комбинированное (бета1-адреноблокатор селективный+диуретик),Нет,Нет,,тенонормтаблетки,81.0
2024-08-31,тенонорм,атенолол + хлорталидон,таблетки,ИНДИЯ,гипотензивное средство комбинированное (бета1-адреноблокатор селективный+диуретик),Нет,Нет,,тенонормтаблетки,77.0
2023-08-31,тенорик,атенолол + хлорталидон,таблетки,ИНДИЯ,гипотензивное средство комбинированное (бета1-адреноблокатор селективный+диуретик),Нет,Нет,,тенориктаблетки,66.0
2024-08-31,тенорик,атенолол + хлорталидон,таблетки,ИНДИЯ,гипотензивное средство комбинированное (бета1-адреноблокатор селективный+диуретик),Нет,Нет,,тенориктаблетки,63.0
2023-08-31,тенорокс,атенолол + хлорталидон,таблетки,ИНДИЯ,гипотензивное средство комбинированное (бета1-адреноблокатор селективный+диуретик),Нет,Нет,,тенорокстаблетки,119.0
2024-08-31,тенорокс,атенолол + хлорталидон,таблетки,ИНДИЯ,гипотензивное средство комбинированное (бета1-адреноблокатор селективный+диуретик),Нет,Нет,,тенорокстаблетки,104.0
2023-12-31,тенотен,антитела к мозгоспецифическому белку S-100 аффинно очищенные,таблетки,РОССИЯ,ноотропное средство,Нет,Нет,,тенотентаблетки,87.0
2024-12-31,тенотен,антитела к мозгоспецифическому белку S-100 аффинно очищенные,таблетки,РОССИЯ,ноотропное средство,Нет,Нет,,тенотентаблетки,105.0
2023-01-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,62.0
2023-02-28,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,53.0
2023-03-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,52.0
2023-07-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,56.0
2023-09-30,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,54.0
2023-11-30,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,43.0
2023-12-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,41.0
2024-01-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,35.0
2024-02-29,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,37.0
2024-03-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,34.0
2024-07-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,35.0
2024-09-30,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,25.0
2024-11-30,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,32.0
2024-12-31,тенофовир,тенофовир,таблетки,РОССИЯ,противовирусное средство,Да,Нет,,тенофовиртаблетки,38.0
2023-11-30,теопэк,теофиллин,таблетки,РОССИЯ,бронходилатирующее средство,Нет,Нет,,теопэктаблетки,104.0
2024-11-30,теопэк,теофиллин,таблетки,РОССИЯ,бронходилатирующее средство,Нет,Нет,,теопэктаблетки,111.0
2023-11-30,теофиллин,теофиллин,таблетки,РОССИЯ,бронходилатирующее средство,Нет,Нет,,теофиллинтаблетки,122.0
2024-11-30,теофиллин,теофиллин,таблетки,РОССИЯ,бронходилатирующее средство,Нет,Нет,,теофиллинтаблетки,119.0
2023-02-28,теразозин,теразозин,таблетки,Северная Македония,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Нет,Нет,,теразозинтаблетки,115.0
2023-06-30,теразозин,теразозин,таблетки,Северная Македония,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Нет,Нет,,теразозинтаблетки,116.0
2024-02-29,теразозин,теразозин,таблетки,Северная Македония,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Нет,Нет,,теразозинтаблетки,112.0
2024-06-30,теразозин,теразозин,таблетки,Северная Македония,"Средства, применяемые в урологии; средства для лечения доброкачественной гиперплазии предстательной железы; альфа-адреноблокаторы",Нет,Нет,,теразозинтаблетки,104.0
2023-02-28,терафлю,парацетамол + фенилэфрина гидрохлорид + фенирамина малеат,раствор,СОЕДИНЕННЫЕ ШТАТЫ,Анальгетики; другие анальгетики и антипиретики; анилиды,Нет,Нет,,терафлюраствор,66.0
2024-02-29,терафлю,парацетамол + фенилэфрина гидрохлорид + фенирамина малеат,раствор,СОЕДИНЕННЫЕ ШТАТЫ,Анальгетики; другие анальгетики и антипиретики; анилиды,Нет,Нет,,терафлюраствор,68.0
2024-12-31,терафлю,парацетамол + фенилэфрина гидрохлорид + фенирамина малеат,раствор,СОЕДИНЕННЫЕ ШТАТЫ,Анальгетики; другие анальгетики и антипиретики; анилиды,Нет,Нет,,терафлюраствор,57.0
2023-01-31,тербинафин,тербинафин,гель для наружного применения,РОССИЯ,противогрибковое средство,Нет,Нет,,тербинафингель для наружного применения,93.0
2023-02-28,тербинафин,тербинафин,гель для наружного применения,РОССИЯ,противогрибковое средство,Нет,Нет,,тербинафингель для наружного применения,84.0
2023-03-31,тербинафин,тербинафин,гель для наружного применения,РОССИЯ,противогрибковое средство,Нет,Нет,,тербинафингель для наружного применения,85.0
2023-07-31,тербинафин,тербинафин,гель для наружного применения,РОССИЯ,противогрибковое средство,Нет,Нет,,тербинафингель для наружного применения,87.0
2023-08-31,тербинафин,тербинафин,гель для наружного применения,РОССИЯ,противогрибковое средство,Нет,Нет,,тербинафингель для наружного применения,78.0
2023-10-31,тербинафин,тербинафин,гель для наружного применения,РОССИЯ,противогрибковое средство,Нет,Нет,,тербинафингель для наружного применения,69.0
